id,user_id,tenant_id,current_rank,previous_rank,rank_progress_percentage,modules_required_for_next,modules_completed_for_rank,xp_required_for_next,xp_earned_for_rank,ml_coins_bonus,certificate_url,badge_url,achieved_at,previous_rank_achieved_at,is_current,rank_metadata,created_at,updated_at
840cabba-4a80-40fa-a3e0-0e218e09463e,24e8c563-8854-43d1-b3c9-2f83e91f5a1e,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:26:50.539509+00,,t,{},2025-11-29 13:26:50.539509+00,2025-11-29 13:26:50.539509+00
913ae601-8ab4-4056-864c-517e100bef5b,bf0d3e34-e077-43d1-9626-292f7fae2bd6,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:26:50.539509+00,,t,{},2025-11-29 13:26:50.539509+00,2025-11-29 13:26:50.539509+00
b1c76243-62c4-4e73-8e7b-152b82e41c93,128ac756-bdb8-49d7-8fdb-cdb8fd241d06,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
e521b5a1-250b-4e96-a2cd-e8736f1f3fbe,6c9bbb36-0b2d-49ea-9c1b-63209f009773,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
a106676f-8723-492b-b4f1-1b9256da8a4d,813055ff-e5b7-4538-825c-eb721360e189,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
8cf5754b-7af4-429f-8e57-b0f2e4f740d6,3ce354c8-bcac-44c6-9a94-5274e5f9b389,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
89526d39-7d29-4d97-a65b-94a42dfb45e2,ab2425d9-e2da-49ac-b8db-2db605e7283f,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
fa25a282-3568-481a-878d-c424f6eaee95,ff4760c8-5359-43e9-9b42-95a0bf3e3d36,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
69621cdf-cc64-4f2b-85f3-d1f09b54cbf0,7f3bb769-4d7e-4ca9-8527-708da0368be5,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
b4c93d8d-fb84-4ba2-91d7-78abd5a780de,26168044-3b5c-43f6-a757-833ba1485d41,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
3444f9aa-7c1b-452c-bfbb-af58dc70e70b,bd028538-520d-45cf-a6f7-27c9f675d663,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
c8aec5d3-4a66-40b6-a8e7-9b2edd4225b1,2df90a89-455e-4637-8b96-ad01c45f5701,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
e284ffd8-9d58-4564-95c4-075721724643,6a565d40-9012-4c89-878c-05bb8b6e2d81,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
abfa66bf-dc3d-426a-b4ec-538677b39cd5,43560c6b-fda2-4b45-bc0b-7dbbbffff05c,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
b26939b5-2dc1-4643-b46c-c4a3d6a5203f,d29345bb-fd48-4f69-ac81-eeedd4b41e6d,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
564433a1-e5f1-48ce-8807-06f5b9ea1418,30462f07-1c6b-4706-b4fb-288845b3631e,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
aee1d9bf-b4fe-4512-9cf0-4cc90413692e,8daf8ed9-d15f-407f-b827-3a9c01907e62,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
7c3b01ab-b75b-4464-8858-91c1ff805c32,3dfcdc9d-de8a-45b3-a05f-b83b51097ef5,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
53ec34ee-bd3c-462f-b5b0-317705c0399d,3f255f44-40d9-4dc9-970c-d50ddec197b3,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
b2461bb7-7107-48dd-923f-de4ff8e86a67,e742724a-0ff6-4760-884b-866835460045,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
890ba444-c64f-4680-894d-56bf30cbcf5c,f1870075-a6e0-47e7-88c6-793320ab3c8f,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
a7b16bb9-efa6-4f10-8fe0-992adbd8c482,b5c2d5dc-e753-40ff-8e01-95c4c497710c,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
c6eb5dd4-a987-4560-b22d-645ca31791e6,142af777-fce1-4067-b84b-f684e2fa1170,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
520cd26c-5222-4579-8f1d-72f4be8e98d3,c0aecfcc-3b2f-4117-9f20-e0920df97dc0,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
2971dbbf-33de-4f12-9e47-48c9a3b145df,7ede7b67-42d2-44cd-a530-66f62a68cd54,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
cb9feef2-0f2d-4949-b212-3b6d7dbfe2fa,caa05325-b8e7-4b1c-9d95-03d4e0c7372d,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
89181d4a-a47b-4449-81fa-09a7e1d67534,a4c43698-c276-4430-b15e-8373b7bbb662,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
998f3c88-8932-4d91-af11-7bca6c03bbc3,bb74b280-db90-4240-ab09-b8c6cf63d553,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
e22e4620-57fc-47ad-ae53-f45ecc17932f,4f5170f2-1d35-4130-a535-1d93383e406b,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
b9e35a4b-ade2-4fa0-bd58-38ffcf5ca614,802f4d68-bbd0-4220-8218-634975c3774a,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
365f3ac3-2880-42a8-8799-0c465b0a4ed9,de1511df-f963-4ff6-8e3f-2225ba493879,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
21152c4c-b082-40a7-938b-e7486730e2bb,188fa4e3-985c-4048-8913-754cb0560875,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-11-29 13:33:25.124715+00,,t,{},2025-11-29 13:33:25.124715+00,2025-11-29 13:33:25.124715+00
3c88a791-ad9b-4988-9351-b5e9df60c9a4,0ae1bf21-39e3-4168-9632-457418c7a07d,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ah K'in,Nacom,0,,0,,0,250,,,2025-11-29 13:41:42.417785+00,2025-11-29 13:40:27.516619+00,t,{},2025-11-29 13:37:09.278078+00,2025-11-29 13:41:42.417785+00
1de77cef-003a-4d08-8ccc-8bd4001fa62c,69681b09-5077-4f77-84cc-67606abd9755,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-12-08 19:24:06.272257+00,,t,{},2025-12-08 19:24:06.272257+00,2025-12-08 19:24:06.272257+00
63b40546-38a8-4c80-bf11-3504c73150bb,f929d6df-8c29-461f-88f5-264facd879e9,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,Ajaw,,0,,0,,0,0,,,2025-12-17 17:51:43.536295+00,,t,{},2025-12-17 17:51:43.536295+00,2025-12-17 17:51:43.536295+00
