id,user_id,tenant_id,level,total_xp,xp_to_next_level,current_rank,rank_progress,ml_coins,ml_coins_earned_total,ml_coins_spent_total,ml_coins_earned_today,last_ml_coins_reset,current_streak,max_streak,streak_started_at,days_active_total,exercises_completed,modules_completed,total_score,average_score,perfect_scores,achievements_earned,certificates_earned,total_time_spent,weekly_time_spent,sessions_count,weekly_xp,monthly_xp,weekly_exercises,global_rank_position,class_rank_position,school_rank_position,last_activity_at,last_login_at,metadata,created_at,updated_at
5cba623a-015f-41e9-9de0-da67bdd6b5fb,24e8c563-8854-43d1-b3c9-2f83e91f5a1e,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:26:50.539509+00,2025-11-29 13:26:50.539509+00
ee39d06d-d9c5-492a-9855-2210c74b74fd,ccd7135c-0fea-4488-9094-9da52df1c98c,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:26:50.539509+00,2025-11-29 13:26:50.539509+00
c6a7e9dd-ade4-4860-a4e0-882fd5aa0ed1,bf0d3e34-e077-43d1-9626-292f7fae2bd6,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:26:50.539509+00,2025-11-29 13:26:50.539509+00
e6be8348-29af-49c4-b49d-4b2d978c951b,ebe48628-5e44-4562-97b7-b4950b216247,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:26:50.539509+00,2025-11-29 13:26:50.539509+00
9c4cf796-3768-4182-b1e0-1a38f8187c87,00c742d9-e5f7-4666-9597-5a8ca54d5478,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,3,525,100,Nacom,0.00,395,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:26:50.539509+00,2025-11-29 13:26:52.120683+00
207b92d0-39d0-4f81-b00d-9119d7a20626,188fa4e3-985c-4048-8913-754cb0560875,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
e0ece833-4e73-4ada-b7d2-25197cf9097d,caa05325-b8e7-4b1c-9d95-03d4e0c7372d,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
e58e13b1-cc53-40da-8ecf-3fa4c2c97672,128ac756-bdb8-49d7-8fdb-cdb8fd241d06,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
719b10c0-2de5-43a3-b9e4-d38730a92ad2,7f3bb769-4d7e-4ca9-8527-708da0368be5,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
66570bed-28ce-407d-a5df-43236bba500a,6a565d40-9012-4c89-878c-05bb8b6e2d81,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
762397ff-699f-4bb8-bef6-2e03959fe4c1,3f255f44-40d9-4dc9-970c-d50ddec197b3,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
e8a5e302-93c4-4f6a-8da6-b81ed01dde7a,f1870075-a6e0-47e7-88c6-793320ab3c8f,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
bc3dda37-e131-45c1-8595-e047eb751a2f,ab2425d9-e2da-49ac-b8db-2db605e7283f,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
7e0781fc-ab59-4ea4-a57a-3b95b45c151f,802f4d68-bbd0-4220-8218-634975c3774a,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
5b11ed88-05e5-4edb-94a1-13a9b7a93ec2,142af777-fce1-4067-b84b-f684e2fa1170,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
f5b9530d-0587-44d5-9bd9-890a1ff8ed26,b5c2d5dc-e753-40ff-8e01-95c4c497710c,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
82e45270-b5a0-478e-a81f-8330e638921c,d29345bb-fd48-4f69-ac81-eeedd4b41e6d,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
94ad1072-16af-401b-b32f-3c33fb07c22b,813055ff-e5b7-4538-825c-eb721360e189,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
a51cd72a-1d76-4367-84ee-5fd448eec673,6c9bbb36-0b2d-49ea-9c1b-63209f009773,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
9ac32e07-bde6-4d8d-b172-2cf8c28b3cb6,8daf8ed9-d15f-407f-b827-3a9c01907e62,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
6a89fb69-f4f9-409e-8687-1927a9c9931a,bd028538-520d-45cf-a6f7-27c9f675d663,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
e08417c1-a015-4820-bab2-0e3bafda8c81,de1511df-f963-4ff6-8e3f-2225ba493879,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
27b913c1-b6c1-41a8-ac80-b8aec18dfdcb,26168044-3b5c-43f6-a757-833ba1485d41,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
d3a33394-f4dc-4e3e-b817-eb6309b17b59,e742724a-0ff6-4760-884b-866835460045,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
3e6f2e70-0113-42ae-beaf-f2fed10d70f2,3ce354c8-bcac-44c6-9a94-5274e5f9b389,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
28dac481-b80a-47c3-9de4-693f2774c470,c0aecfcc-3b2f-4117-9f20-e0920df97dc0,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
6732ab00-bca6-4a4b-b9ac-34adfb108299,3dfcdc9d-de8a-45b3-a05f-b83b51097ef5,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
ef81f3a4-9995-4c4c-b2b0-927235077174,bb74b280-db90-4240-ab09-b8c6cf63d553,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
f9cb12f8-523f-47c9-b3f3-ac55aac11502,7ede7b67-42d2-44cd-a530-66f62a68cd54,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
026b8072-f628-4bda-aeda-ce76d2fbccce,2df90a89-455e-4637-8b96-ad01c45f5701,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
713232b8-54d8-49b8-bcc5-9fabb3bd5c76,43560c6b-fda2-4b45-bc0b-7dbbbffff05c,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
4223a8af-8011-4234-b71d-520c3f7b23b0,ff4760c8-5359-43e9-9b42-95a0bf3e3d36,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
b54503c1-f3fd-411d-9830-882aa2c54dc2,a4c43698-c276-4430-b15e-8373b7bbb662,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
a657e586-ce3a-4c5c-b244-f704c13fff5e,30462f07-1c6b-4706-b4fb-288845b3631e,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
ce3898e2-403d-4fc1-8bfd-eb78be76b86a,4f5170f2-1d35-4130-a535-1d93383e406b,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-11-29 13:33:04.23263+00,2025-11-29 13:33:04.23263+00
1bec7e38-0109-4e25-bbad-8e28cdc211a2,0ae1bf21-39e3-4168-9632-457418c7a07d,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,4,1180,100,Ah K'in,0.00,710,360,0,40,2025-11-29 19:41:58.551+00,0,0,,0,9,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,2025-11-29 13:41:42.417785+00,,{},2025-11-29 13:37:09.278078+00,2025-11-29 13:41:59.942645+00
5035c591-f320-4182-981a-9a1416030d75,69681b09-5077-4f77-84cc-67606abd9755,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-12-08 19:24:06.272257+00,2025-12-08 19:24:06.272257+00
5bc3c779-e7f4-4c4a-9bca-c0854ea1e288,f929d6df-8c29-461f-88f5-264facd879e9,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,1,0,100,Ajaw,0.00,100,100,0,0,,0,0,,0,0,0,0,,0,0,0,00:00:00,00:00:00,0,0,0,0,,,,,,{},2025-12-17 17:51:43.536295+00,2025-12-17 17:51:43.536295+00
